Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2011-08-23	6:41 AM	Run	Default	4.20	Mile	0:41:19.72	108.0	lb								Sunny,Humid	85	F	felt a little nauseous.  not fun.	South Creek/Southfork Loop	Concrete, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-08-24	6:57 AM	Run	Default	4.03	Mile	0:37:28.77	108.0	lb								Sunny,Humid	85	F	felt pretty good.  except my right hip starting hurting a bit.	LOEE Loop	Concrete, Treadmill		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-08-27	9:43 AM	Run	Default	4.85	Mile	0:57:35.60	108.0	lb								Sunny,Humid	90	F	couldn't make up for three hours of sleep on thursday night with 11 hours of sleep.  then i waited too late to go running.  felt dizzy and my right hip got really tight and was hurting after mile 2.  this was supposed to be a six mile run and ended with barely 5.  boo.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-08-28	8:25 AM	Bike	Easy	14.00	Mile	0:56:56.43	108.0	lb								Sunny,Humid	85	F	I think it was 27 minutes out and 30 minutes back.  Did 20 minutes/2 miles on the elliptical and did some abs and bench press.  i will be glad when it does not get up to 105 during the day.	LA Fitness New Route			Schwinn	Fastback Elite				700.00								
2011-08-29	7:27 AM	Run	Default	3.44	Mile	0:31:05.42	108.0	lb								Sunny	80	F	forgot to turn watch back on after stopping.  added .25 at 2:00.  overall felt pretty good.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-08-30	7:36 AM	Bike	Default	6.37	Mile	0:26:35.16	108.0	lb								Sunny	75	F	lots of traffic. will have to bike earlier from now on to beat school traffic.  	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-08-30	7:37 PM	Run	Default	3.76	Mile	0:35:02											95	F	didn't stop the watch for a few minutes... so not bad.  ran and talked with scott.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-09-01	6:00 AM	Yoga	Default	0.00	Mile	0:0:00	108.0	lb											happy belly hot vinyasa.																	
2011-09-03	9:29 AM	Run	Default	4.24	Mile	0:48:48.49	108.0	lb											ended up not having enough time to 8 miles before the errands of the day.  and i felt like shit.  boo.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-09-03	4:30 PM	Yoga	Default	0.00	Mile	1:30:00	108.0	lb											hot yoga at yoga one with bevla																	
2011-09-04	5:04 PM	Run	Easy	5.57	Mile	0:46:35.43	108.0	lb								Sunny,Humid	85	F	ran with jeremie. for the most part we ran pretty consistently.  the slower miles were on the trail.  felt like crap towards the end.	ho chi minh trail			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-09-06	6:23 PM	Run	Default	3.51	Mile	0:31:04										Sunny	90	F	ran with scott... felt pretty good :-p	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-09-09	7:47 AM	Run	Default	3.46	Mile	0:31:00.07	108.0	lb								Sunny,Humid	75	F	felt pretty good. for some reason the weather channel says it's 63 here right now.  but there is no way that's true...	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-09-12	7:37 AM	Run	Default	3.42	Mile	0:27:45.41	108.0	lb								Humid	80	F	don't remember this run.... apparently i felt pretty good.  probably took the last bit as a cool down.  	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-09-13	6:34 PM	Run	Default	3.63	Mile	0:32:33										Sunny,Humid	100	F	it was pretty hot, and i was feeling the indian food from lunch, and scott was being a bum.  but whatevs, got the run in.	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-09-25	1:35 PM	Run	Default	3.20	Mile	0:37:52.25	108.0	lb								Sunny,Humid	102	F	somehow in my head i thought because memorial was shady this run would not be awful.  but it was.  in fact it degraded into a not run. so much as death march.	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-09-26	5:36 AM	Run	Default	3.07	Mile	0:31:12.54	108.0	lb								Humid	80	F	first run back with wills hills.  took it pretty easy. got confused with a sprinter. also considered giving up running.  then will told me about his perfect marathon and i guess i will stick with it a bit longer.	wills hills			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-09-27	6:30 PM	Run	Default	3.52	Mile	0:29:56										Overcast,Humid	97	F	started out with scott... then martin caught up, ran with martin for a little, then dropped off... didn't feel awful.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-09-29	7:10 AM	Run	Default	3.40	Mile	0:28:55.84	108.0	lb								Sunny,Humid	80	F	listed to wyclef until my mp3 player decided it got too sweaty. not too bad.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-09-30	5:38 AM	Run	Easy	2.97	Mile	0:23:27.59	108.0	lb											ran wills hills.  actually i ran with will. felt pretty good.  then we biked.	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-09-30	6:13 AM	Bike	Easy	8.22	Mile	0:32:28.41	108.0	lb									80	F	just cruised around the loop.  didn't really try to ride fast or anything. talked about mgs with will.	fruit loop			Schwinn	Fastback Elite				700.00								
2011-10-01	8:25 AM	Run	Race	5.00	Kilometer	0:23:33.69	108.0	lb						6	6	Sunny,Humid	80	F	soooo there were like 20 million people there.  got stuck the first mile.  then picked it up the second and apparently 3rd mile.  go me!<br><br>	Houston Race for the Cure			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	318	2875	25	29	12	305	64	1697
2011-10-02	12:18 PM	Run	Default	5.87	Mile	0:48:14.99	108.0	lb								Sunny,Humid	80	F	wanted to get a long run in before the half marathon.  maintained a decent pace.  waited kind of late to get the run in, but it wasn't too hot.	Northfork-Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-10-03	5:35 AM	Run	Default	5.05	Mile	0:41:46.29	108.0	lb											warm up:<br>2 mile repeats, then rest (4 minutes).  then 3 half mile repeats (3 minutes).	wills hills																
2011-10-04	5:42 PM	Run	Default	3.44	Mile	0:28:59										Sunny,Humid	85	F	uhm, i think the run was pretty good.  got there early because scott is taking french classes.  also, had dinner with nora and raaj.	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-10-09	9:06 AM	Run	Race	13.10	Mile	1:53:46.38	108.0	lb						6	6	Sunny	60	F	right hip got tight and hurt.  vero passed me around mile 10.  jingles passed me sometime earlier.  the course was way "hillier" than i thought.  i think there were two hills in that 11 minute mile.  i also don't appreciate that the course was long.  not cool long beach.<br><br>GPS measured 13.29 miles/ 8:34 pace, adjusted for "PRs"	Long Beach Half Marathon			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	1465	10715	25	29	75	989	415	6299
2011-10-12	5:38 AM	Run	Default	2.92	Mile	0:31:05.83	108.0	lb								Humid	80	F	marc fraser.  12 minutes 1 direction 1 minute rest 12 the other.	wills hills			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-10-17	5:34 AM	Run	Default	5.01	Mile	0:39:10.51	108.0	lb								Humid	80	F	Dog Bowl East - 800's<br>felt crappy in the middle.  but i guess i was going faster after 2 and 3.	wills hills			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-10-21	5:05 AM	Run	Tempo	8.01	Mile	1:03:13.32	108.0	lb						8	8		65	F	wills hills:<br>Meet at Memorial Park - Tempo Run 8 miles marathon pace + 30 - 45 sec.<br><br>best run ever! mostly just because my last mile was my fastest.  i was shooting for 8:30 but never really made it to that... some old (like 60)  black guys told me i was fast. random ex hiller chick told me i was beautiful. and other current hiller told me i looked speedy even if i wasn't.  i will take it! :-D	Memorial Loop	Track		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-10-24	5:35 AM	Run	Default	3.80	Mile	0:35:08.78	108.0	lb								Humid	70	F	200m relays<br>13 minutes one way 4 minute break 13 minutes the other way.<br><br>felt pretty good...	wills hills			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-10-25	6:21 PM	Run	Default	3.50	Mile	0:29:36													ran with scott. somehow the workout didn't get uploaded from my phone. and scott sucks because he has stupid french class on tuesdays now. uber lame.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-10-29	4:40 PM	Run	Default	3.48	Mile	0:29:05.02	108.0	lb																												
2011-10-31	5:32 AM	Run	Default	5.55	Mile	0:54:27.89	108.0	lb											halloween run.  in the graveyard. boo!	wills hills			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-11-05	8:06 AM	Run	Race	5.21	Mile	0:40:55.42	108.0	lb											felt like uber shit the entire time.  sucky mc suck suck.	Hermann Park Conservancy			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-11-13	12:43 PM	Run	Easy	3.28	Mile	0:26:05.07	108.0	lb								Rain,Windy,Humid	80	F	runnning in the rain!!! :-D  overall felt pretty good.  apparently should have eaten, because i actually fainted two hours later :-/	Northfork Out and Back	Asphalt, Treadmill		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-11-15	6:02 PM	Run	Default	3.53	Mile	0:30:55													ran with scotty.  then had beers and sweet potato fries.  then more beer, then champagne with the new guy.... hmmmm... i don't think that was a productive run.	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-11-24	7:02 AM	Run	Race	5.00	Kilometer	0:24:09.09	108.0	lb						6	7	Sunny	35	F	felt pretty good and just tried to push it the entire way.	Centreville Turkey Trot	Asphalt	http://www.runwashington.com/other/varunturkeytrotmap.html	ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	419	3714	20	29	42	550	99	1984
2011-11-29	6:05 PM	Run	Default	3.68	Mile	0:29:35											60	F	easy run before movies with sammy.  no beer.  decided to try sober bon running. 	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-12-06	6:35 PM	Run	Default	3.68	Mile	0:30:28											40	F	it was fricking cold.  i forgot to stop my watch.  boo!	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-12-13	6:36 PM	Run	Default	3.40	Mile	0:25:41										Humid	62	F	ran all by myself :-(	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-12-17	9:19 AM	Run	Default	7.08	Mile	0:57:22.32	108.0	lb											killed some time while getting the car fixed. felt pretty good overall and took it easy.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-12-20	6:21 PM	Run	Default	3.51	Mile	0:26:05											60	F	i had to run allllllllllllllllllllll by myseeeeelf.  stupid scott was being a big baby about his foot still hurting.  it wasn't too cold, i think it was a little colder than the week before though.  maybe scott will be back on next week.  anyways, finished chugged a bud light and ordered some southwest rolls.	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-12-30	4:18 PM	Run	Default	3.82	Mile	0:30:09.48	108.0	lb											don't really remember this run.	Northfork Loop	Asphalt, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2012-01-10	6:15 PM	Run	Default	3.51	Mile	0:31:31													don't remember much about this run.  i know it was with scott.  i think it was not as cold as i thought it would be.  and scott test ran some sauconys	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2012-01-25	1:35 PM	Run	Default	4.03	Mile	0:33:08.99	108.0	lb						6	6	Rain	63	F	mile three was an interval.  last mile was a cool down.  the rain wasn't too bad.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2012-01-28	9:29 AM	Bike	Default	7.02	Mile	0:35:02.68	108.0	lb								Windy	60	F	super windy. kinda sucked.	LA Fitness New Route			Schwinn	Fastback Elite				700.00								
2012-01-28	10:00 AM	Run	Default	3.30	Mile	0:25:30	108.0	lb											run between bikes. it was going good til the jerkface with too much cologne got on the treadmill next to me.  people should not wear cologne and workout, it's just not cool.	LA Fitness			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2012-01-28	10:58 AM	Bike	Default	7.03	Mile	0:26:36.62	108.0	lb								Windy	63	F	nice having the wind to my back.	LA Fitness New Route			Schwinn	Fastback Elite				700.00								
2012-01-31	6:40 PM	Run	Default	3.51	Mile	0:27:35													waited for martin.  started running with scott.  then with martin.  martin dropped me in the last mile.	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2012-02-01		Elliptical	Default	0.00	Mile	0:30:00																														
2012-02-02		Run	Default	3.50	Mile	0:30:00														SRC Gym	Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2012-02-05	10:11 AM	Run	Easy	6.02	Mile	0:49:18.95	108.0	lb								Overcast	50	F	felt pretty good.  it seemed like it was going to rain, but it never did.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2012-02-07	6:31 PM	Run	Default	3.49	Mile	0:31:20																														
2012-02-08		Elliptical	Default	0.00	Mile	0:30:00														SRC Gym	Grass															
2012-02-09		Run	Interval	3.20	Mile	0:30:00													10 minute warmup, 5-4-3-2-1, 5 minute cool down<br>started warm up at 9:00 min/mile	SRC Gym	Grass															
2012-02-13	4:01 PM	Bike	Default	8.31	Mile	0:34:59.04	108.0	lb								Windy	65	F	biked with sammy on his new bike.  had to ditch him early to get back in time for my mani-pedi.  the ride back sucked because it was super windy.				Schwinn	Fastback Elite				700.00								
2012-02-14		Run	Interval	3.60	Mile	0:30:00													10 minute warmup, 5-4-3-2-1, 5 minute cool down<br>started warm up at 8:30 min/mile	SRC Gym	Grass															
2012-02-16		Run	Default	3.00	Mile	0:30:00													actually did 2 miles on the tread mill and followed it up with 10 minutes on the bike. right calf tightened up and refused to loosen.  i do not have a good feeling about this.	SRC Gym	Grass															
2012-02-17	6:23 AM	Bike	Default	15.42	Mile	1:02:58.09	108.0	lb								Overcast,Windy	60	F	a little windy.  morning ride to replace the 6 mile run since my knee and calf was bothering me yesterday.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2012-02-18	10:52 AM	Run	Default	3.49	Mile	0:30:34.70	108.0	lb								Overcast,Rain	60	F	supposed to be an easy run before the 15 miler tomorrow.  it was storming in the morning so waited out most of the rain.  still got drizzled on for like 10 minutes.  last half was the opposite of fun.  my right calf started hurting, then my right knee, and then my right ankle.  towards the end my left ankle started joining in on the fun.  i am thinking 9 miles running tomorrow, and one hour biking.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2012-02-19	11:28 AM	Bike	Easy	7.10	Mile	0:29:14.90	108.0	lb									60	F	pre run bike. a little chilly and windy.	Memorial Bike Loop			Schwinn	Fastback Elite				700.00								
2012-02-19	12:08 PM	Run	Default	9.03	Mile	1:15:02.13	108.0	lb								Sunny	60	F	first run with the motoactv.  it was a little weird.  mile 6 was some dynamic stretching at the end.  my go mile was annoying because motoactv decided to play some stupid country music.	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2012-02-19	1:47 PM	Bike	Default	7.13	Mile	0:29:18.55	108.0	lb								Sunny,Windy	65	F	post run bike.  took it easy.	Memorial Bike Loop			Schwinn	Fastback Elite				700.00								
2012-02-21		Run	Default	3.10	Mile	0:30:00													ran with scott, then nora joined us for beers.	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2012-02-23	5:53 PM	Bike	Default	2.92	Mile	0:20:14.65	108.0	lb											downtown to bars				Schwinn	Fastback Elite				700.00								
2012-02-23	8:27 PM	Bike	Default	1.74	Mile	0:19:00.61	108.0	lb											back to brando potatos.  sammy left me, so i biked very slowly back.  apparently he was looking for me the entire time... oh wells, he should nto bike like a crazy person.  you are either a vehicle or a pedestrian, you can't have it both ways.				Schwinn	Fastback Elite				700.00								
2012-02-26	1:07 PM	Bike	Default	7.70	Mile	0:31:25.94	108.0	lb											pre run bike.	Memorial Bike Loop			Schwinn	Fastback Elite				700.00								
2012-02-26	1:51 PM	Run	Default	9.09	Mile	1:20:27.88	108.0	lb											this run worries me.  my calf was hurting for most of the run.  i had to stop and stretch every 1.5 miles.  defintely did not feel in marathon shape...	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2012-02-26	3:58 PM	Bike	Default	7.61	Mile	0:30:48.13	108.0	lb											post run bike.  still lots of cowshit from the rodeo.  i hate the rodeo.	Memorial Bike Loop			Schwinn	Fastback Elite				700.00								
2012-02-27		Run	Default	3.10	Mile	0:30:00													calibrated motoactv, then did 5-4-3-2-1.  had to change to stupid other treadmill that only does average pace and speed in mph.  but the last 2 miles were average 7:13 pace.  whatever that means.  there was not pain that made it hard to run.																	
2012-03-01	6:49 AM	Bike	Default	6.81	Mile	0:27:43.46	108.0	lb											first attempt at riding out to the rig.  only got a little lost.	Hotel to CTF			Schwinn	Fastback Elite				700.00								
2012-03-01	6:07 PM	Bike	Default	6.82	Mile	0:27:17.45	108.0	lb											the ride back was definitely waaay harder.  i don't know if it was the 11 hour day, or that the uphills going back are a lot longer.	Hotel to CTF			Schwinn	Fastback Elite				700.00								
2012-03-02	6:44 AM	Bike	Default	6.75	Mile	0:27:06.52	108.0	lb								Rain	75	F	this morning it was kind of misty but not as foggy as yesterday.  definitely felt the ride when i climbed the rig stairs this morning.	Hotel to CTF			Schwinn	Fastback Elite				700.00								
2012-03-10	8:24 AM	Run	Default	3.28	Mile	0:26:21.57	108.0	lb																												
2012-03-16	4:44 PM	Run	Default	4.02	Mile	0:38:31.81	108.0	lb																												
2012-03-18	8:31 AM	Run	Race	26.20	Mile	4:40:04.83	108.0	lb												LA Marathon			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00	6909	22286					1784	8953
2012-05-18	9:48 AM	Run	Default	1.03	Mile	0:9:18.66	108.0	lb																												
2012-09-22	8:21 AM	Run	Default	2.53	Mile	0:32:41.40	108.0	lb																												
2012-09-23	7:57 AM	Run	Default	4.17	Mile	0:42:08.45	108.0	lb																												
2012-10-15	4:52 AM	Run	Default	2.69	Mile	0:31:40.07	108.0	lb																												
2012-11-01	8:31 PM	Bike	Default	26.56	Mile	2:12:25.34	108.0	lb											first ride in monterrey				Schwinn	Fastback Elite				700.00								
2012-11-12	7:10 AM	Bike	Default	0.00	Mile	0:0:01.13	108.0	lb																												
2012-11-12	7:14 AM	Run	Default	3.35	Mile	0:36:32.85	108.0	lb																												
2012-11-14	7:56 AM	Run	Default	2.08	Mile	0:20:48.24	108.0	lb																												
2012-11-18	6:56 AM	Run	Default	0.98	Mile	0:10:27.38	108.0	lb																												
2012-11-18	8:21 AM	Run	Default	6.27	Mile	0:59:03.79	108.0	lb																												
2012-11-22	7:39 AM	Run	Default	6.31	Mile	0:56:30.82	125.0	lb												Bethesda Turkey Chase			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00			25	29	72	295	558	1988
2012-12-02	7:59 AM	Run	Default	6.28	Mile	0:55:49.85	108.0	lb																												
2012-12-09	7:05 AM	Run	Race	26.20	Mile	5:19:59.60	125.0	lb												Monterrey Marathon			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00	2410	3461	25	29	45	79	381	624
2013-06-11	5:32 AM	Run	Default	3.36	Mile	0:43:02.96	108.0	lb																												
2013-09-07	7:43 AM	Run	Default	3.18	Mile	0:36:23.97	108.0	lb																												
2013-09-08	6:31 AM	Run	Race	10.00	Kilometer	1:07:49.57	130.0	lb						2	5					Borregos 10k			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00	1093	1727	25	29	33	72		
2013-10-28	6:49 AM	Run	Default	4.30	Mile	0:49:21.36	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-10-30	6:27 AM	Run	Default	4.07	Mile	0:43:28.12	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-01	6:47 AM	Run	Default	4.13	Mile	0:41:43.94	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-04	6:27 AM	Run	Default	4.00	Mile	0:39:39.95	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-06	6:22 AM	Run	Default	4.00	Mile	0:38:46.73	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-12	6:31 AM	Run	Default	4.02	Mile	0:41:30.72	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-14	7:32 AM	Run	Default	4.00	Mile	0:37:19.82	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-19	7:35 AM	Run	Default	4.01	Mile	0:39:18.43	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-26	7:46 AM	Run	Default	4.00	Mile	0:40:07.39	130.0	lb		4	93									Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-11-28	8:03 AM	Run	Default	3.14	Mile	0:33:43.76	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2013-12-22	10:48 AM	Run	Default	5.05	Mile	0:48:10.61	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-01-01	4:46 PM	Run	Default	5.01	Mile	0:50:56.51	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-01-05	1:22 PM	Run	Default	5.01	Mile	0:48:07.26	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-01-12	10:00 AM	Run	Default	7.01	Mile	1:23:48.39	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-01-16	8:11 AM	Run	Default	4.02	Mile	0:39:20.54	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-02-16	10:57 AM	Bike	Default	1.77	Mile	0:8:50.33	130.0	lb																												
2014-02-16	12:12 PM	Bike	Default	2.03	Mile	0:13:26.15	130.0	lb																												
2014-02-22	8:58 AM	Run	Default	3.40	Mile	0:32:35.97	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-02-23	11:04 AM	Bike	Default	1.00	Mile	0:4:37.10	130.0	lb																												
2014-02-23	12:13 PM	Bike	Default	1.58	Mile	0:11:54.14	130.0	lb																												
2014-02-25	8:27 AM	Run	Default	3.34	Mile	0:33:47.45	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-03-09	8:01 AM	Run	Default	6.20	Mile	0:56:42.84	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-03-12	6:08 PM	Run	Default	5.65	Mile	0:54:15.02	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-04-13	10:59 AM	Bike	Default	2.63	Mile	0:19:35.36	130.0	lb																												
2014-04-17	5:13 PM	Run	Default	4.00	Mile	0:40:40.98	130.0	lb												Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-04-27	10:02 AM	Bike	Default	2.20	Mile	0:10:53.12	130.0	lb								PartlyCloudy	87	F																		
2014-04-27	11:04 AM	Bike	Default	2.22	Mile	0:16:43.05	130.0	lb								Sunny	92	F																		
2014-06-15	8:15 AM	Run	Long	2.00	Mile	0:20:11.64	130.0	lb								Overcast,Humid	76	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-15	8:25 AM	Run	Long	2.02	Mile	0:26:46.86	130.0	lb								Overcast,Humid	76	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-16	6:59 AM	Run	Easy	4.01	Mile	0:45:06.61	130.0	lb		183	196					Overcast,Rain,Humid	72	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-18	7:05 AM	Run	Easy	4.00	Mile	0:44:44.12	130.0	lb		181	194					Overcast,Rain,Humid	71	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-21	1:25 PM	Run	Easy	2.01	Mile	0:22:11.51	130.0	lb		174	195									Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-23	7:28 AM	Run	Easy	4.01	Mile	0:42:59.79	130.0	lb		176	193					Overcast,Rain,Humid	72	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-25	7:19 AM	Run	Easy	4.01	Mile	0:39:01.54	130.0	lb		181	199					Rain,Humid,PartlyCloudy	71	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-29	8:15 AM	Run	Long	3.00	Mile	0:28:00.65	130.0	lb		157	179					Overcast,Humid	76	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-06-29	8:56 AM	Run	Long	0.94	Mile	0:11:57.77	130.0	lb		169	183					Overcast,Humid	78	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-07-03	7:16 AM	Run	Long	4.00	Mile	0:39:13.43	130.0	lb		183	196					Overcast,Humid	70	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-07-05	10:53 AM	Run	Easy	2.98	Mile	0:33:07.40	130.0	lb		157	183					Humid,PartlyCloudy	80	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-07-06	11:31 AM	Run	Long	2.00	Mile	0:19:56.86	130.0	lb								Humid,PartlyCloudy	77	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2014-07-15	7:26 AM	Run	Long	3.94	Mile	0:43:54.87	130.0	lb								Humid,PartlyCloudy	75	F		Mirasierra Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
